Issuance Date,Sustainable Development Goals,Vintage Start,Vintage End,ID,Name,Country/Area,Project Type,Methodology,Total Vintage Quantity,Quantity Issued,Serial Number,Additional Certifications,Retirement/Cancellation Date,Retirement Beneficiary,Retirement Reason,Retirement Details
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",62,2657-116650732-116650793-VCU-016-MER-AU-14-587-01032011-29022012-0,,2014-12-23,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",171,2657-116650232-116650402-VCU-016-MER-AU-14-587-01032011-29022012-0,,2014-12-08,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856","1,231",2657-116651742-116652972-VCU-016-MER-AU-14-587-01032011-29022012-0,,2014-12-08,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",141,2657-116653624-116653764-VCU-016-MER-AU-14-587-01032011-29022012-0,,2014-12-18,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856","1,735",2657-116654816-116656550-VCU-016-MER-AU-14-587-01032011-29022012-0,,2014-12-18,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",336,2657-116656934-116657269-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-10-20,,Environmental Benefit,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",329,2657-116650403-116650731-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-10-07,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",651,2657-116652973-116653623-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-12-08,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",23,2657-116650794-116650816-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-01-06,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856","1,000",2657-116653765-116654764-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-01-07,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",95,2657-116656551-116656645-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-01-23,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",18,2657-116650817-116650834-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-01-27,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",51,2657-116654765-116654815-VCU-016-MER-AU-14-587-01032011-29022012-0,,2016-01-06,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",10,2657-116656646-116656655-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-01-23,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",70,2657-116656656-116656725-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-03-24,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",23,2657-116650835-116650857-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-02-09,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",50,2657-116650858-116650907-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-02-19,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",34,2657-116650908-116650941-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-03-10,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",55,2657-116650942-116650996-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-04-13,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856","1,048",2657-116657742-116658789-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-03-12,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",333,2657-116658842-116659174-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-03-23,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856","1,500",2657-116660342-116661841-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-03-24,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",52,2657-116658790-116658841-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-06-23,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",94,2657-116659175-116659268-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-03-23,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",137,2657-116659269-116659405-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-09-02,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",208,2657-116656726-116656933-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-10-07,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",46,2657-116650997-116651042-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-06-03,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",89,2657-116651043-116651131-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-06-15,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",30,2657-116651132-116651161-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-07-17,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856","1,774",2657-116662342-116664115-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-06-23,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856","4,000",2657-116668842-116672841-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-06-23,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",474,2657-116668368-116668841-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-10-20,,Environmental Benefit,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",313,2657-116664116-116664428-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-06-25,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",252,2657-116668116-116668367-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-09-04,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",6,2657-116664429-116664434-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-07-08,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856","3,000",2657-116664435-116667434-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-08-23,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",48,2657-116651162-116651209-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-08-17,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",54,2657-116651210-116651263-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-09-09,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",175,2657-116667435-116667609-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-09-27,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",193,2657-116659406-116659598-VCU-016-MER-AU-14-587-01032011-29022012-0,,2016-01-09,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",46,2657-116651264-116651309-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-10-27,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",106,2657-116667610-116667715-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-10-17,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",106,2657-116657270-116657375-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-12-08,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",366,2657-116657376-116657741-VCU-016-MER-AU-14-587-01032011-29022012-0,,2016-04-03,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",400,2657-116667716-116668115-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-12-08,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",73,2657-116651310-116651382-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-11-11,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",12,2657-116651383-116651394-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-11-18,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",43,2657-116651395-116651437-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-12-08,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",100,2657-116633717-116633816-VCU-016-MER-AU-14-587-01032011-29022012-0,,2015-12-01,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",102,2657-116651438-116651539-VCU-016-MER-AU-14-587-01032011-29022012-0,,2016-01-06,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",53,2657-116659599-116659651-VCU-016-MER-AU-14-587-01032011-29022012-0,,2016-01-27,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",25,2657-116659652-116659676-VCU-016-MER-AU-14-587-01032011-29022012-0,,2016-03-23,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",49,2657-116659677-116659725-VCU-016-MER-AU-14-587-01032011-29022012-0,,2016-08-01,,Retirement for Person or Organization,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",348,2657-116659726-116660073-VCU-016-MER-AU-14-587-01032011-29022012-0,,2017-05-15,,,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",137,2657-116660074-116660210-VCU-016-MER-AU-14-587-01032011-29022012-0,,2017-05-15,,,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",2,2657-116660211-116660212-VCU-016-MER-AU-14-587-01032011-29022012-0,,2017-06-22,,,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",382,2657-116633817-116634198-VCU-016-MER-AU-14-587-01032011-29022012-0,,2017-07-12,,,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",50,2657-116660213-116660262-VCU-016-MER-AU-14-587-01032011-29022012-0,,2017-07-25,,,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",321,2657-116634199-116634519-VCU-016-MER-AU-14-587-01032011-29022012-0,,2017-12-13,,,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",12,2657-116660263-116660274-VCU-016-MER-AU-14-587-01032011-29022012-0,,2018-03-20,,,
2013-01-23,,2011-03-01,2012-02-29,587,Protection of a Tasmanian Native Forest (Project 3: Peter Downie),Australia,Agriculture Forestry and Other Land Use,VM0010,"73,856",115,2657-116687438-116687552-VCU-016-MER-AU-14-587-01032011-29022012-0,,2018-05-07,,,
